,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
0,39 Tavistock Rd | House Sold Price,W5067211,sold,Residential House,,20201217,20210104,"1,130,000","1,199,000",3,2,1,,S,,,,"Welcome To 39 Tavistock Rd - A Completely Turn Key Masterpiece Awaits! Extensively Renovated &amp; Updated From Top To Bottom. This 3 Bed 2 Bath Open Concept Home Is Perfect! Finished W Eng Laminate Flrs/ Potlights, Baseboards &amp; Crown Mouldings T/O. Gourmet Kitchen W Caesarstone Quartz Countertops, Exten Cabinets, Tiled Backsplash &amp; Premium Appli.**Sep Side Entrance To Stunning Prof Finished Basement W 2nd Kitchen, Bedroom, Rec Room, 3Pc Bath &amp; Lots Of Storage. Renovations + Finished Basement + Waterproof (2017/2018). Roof (2017) Windows(2018), A/C(2019). Custom Deck (2018). All Appliances: 2Xfridge, 2Xstove, 2Xdishwasher. Washer/Dryer. All Elf's, Window Cover &amp; Blinds. Built In &amp; Enclosed Shed""",https://www.realmaster.com/en/toronto-on/39-tavistock-rd/downsview-roding-cfb-TRBW5067211?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"39 Tavistock Rd, Toronto, Ontario, M3M2N5"
1,72 Baycrest Ave | House Sold Price,C5066073,sold,Residential House,,20201216,20210104,"1,130,000","1,099,900",3,2,0,,N,,,,"Calling All Builders And Renovators! Amazing Opportunity In One Of North York's Best Neighbourhoods. 50X125 Foot Lot, Surrounded By Many Newly Built Multi-Million Dollar Homes ! Property Is Being Sold As Is Where Is Triple Aaa Location Close To Ttc, Highways, Hospitals, Great Schools &amp; Parks. Don't Miss This One - It Won't Last Long! Included: Fridge, Stove &amp; Washer/Dryer. Hot Water Tank Rental. Gas Furnace, Central Air Conditioner (2001), Electrical 2001 Upgraded.""",https://www.realmaster.com/en/toronto-on/72-baycrest-ave/englemount-lawrence-TRBC5066073?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"72 Baycrest Ave, Toronto, Ontario, M6A1W3"
2,189 Galloway Rd 47 | Townhouse Sold Price,E5068017,sold,Residential Townhouse,1,20201218,20201226,"665,000","599,900",3,2,0,1000-1199,S,Exclusive,None,195.24,"Beautiful &amp; Bright Home In A Family Oriented West Hill! Open Concept Living &amp; Dining Area W/ Pot Lights. Modern Kitchen W/ S/S Appl, Lots Of Pantry Space &amp; Offers Direct W/Out To A Large Deck. Newly Renovated Semi-Ensuite Bath On The 2nd Level. All Bedrooms Are Generously Size W/ Closet Space. 3rd Level Br Has Ensuite Renovated Bath &amp; W/ Balcony. Finished Basement Can Be Used For Entertainment Or Br. Has Extra Space Ready Powder Room. Low Maintenance Fee! S/S Double Door Fridge, Stove, B/I Dishwasher, Clothes Washer &amp; Dryer, All Electrical Light Fixtures &amp; Window Coverings (Exclude- Water Filtration System)**Low Maintenance Fee In A Great Location Neighborhood**Pls See The 3D Walkthrough!""",https://www.realmaster.com/en/toronto-on/189-galloway-rd/47-west-hill-TRBE5068017?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"47 189 Galloway Rd, Toronto, Ontario, M1E1X3"
3,21 Iceboat Ter 728 | Apartment Sold Price,C5069127,sold,Residential Apartment,6,20201221,20201231,"518,000","489,000",1,1,1,600-699,S,None,None,405,"Great Opportunity !! 1+1 Sophisticated &amp; Luxurious Condo By Concord**Gorgeous View*Well Kept &amp; Bright**1-Bedroom+Large Den(Could Be 2nd Bedroom)**Great Layout**Almost 600 Sq.Ft**24-Hrs Concierge*Walking Distance To Park, Ttc, Sobeys, Cn Tower, Major Banks &amp; Other Urban Conveniences**Modern Building With Amazing Facilities -Indoor Pool, Gym, Yoga, Spa, Sauna, Upscale Party Room &amp; More! Excellent Choice For An Investor Or First Time Buyer*Seeing Is Believing! Top Of The Line Built-In Kitchen Appliances: Panelled Fridge &amp; Dishwasher, Miele Stove, B/I Microwave/Hood Fan, Oven, Stacked Washer And Dryer **European Inspired Kitchen With Quartz Counter Top**""",https://www.realmaster.com/en/toronto-on/21-iceboat-ter/728-waterfront-communities-c1-TRBC5069127?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"728 21 Iceboat Ter, Toronto, Ontario, M5V4A5"
4,20 Minowan Miikan Ln 706 | Apartment Sold Price,C5068278,sold,Residential Apartment,7,20201218,20201219,"615,000","615,000",1,1,1,600-699,S,Owned218,Owned,431.09,"Get Ready To Celebrate 2021 In A Beautiful Sunny, South-Facing Condo With Wide-Open Views Across Toronto! A Wall Of Windows And Balcony Span The Entire Width Of The Condo And The No-Wasted-Space Layout Affords A Den/Home Office &amp; A Large Laundry/Storage Room. Concrete 9Ft Ceilings, Modern Kitchen, 1 Locker &amp; 1 Parking All In A Boutique Building On Queen West. 24 Hr Concierge And Metro/Wine Rack/Starbucks At Base Of Building. B/I Fridge, Ss Dishwasher, Ss Sink &amp; Touch Sensitive Faucet, Ss Rangehood. Newer Full-Size Washer/Dryer. All Elf's, Remote-Control Blinds, Custom Built-In Closets And Wall Unit In Den. 1 Parking Spot &amp; 1 Locker On Same Floor As Unit!""",https://www.realmaster.com/en/toronto-on/20-minowan-miikan-ln/706-trinity-bellwoods-TRBC5068278?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"706 20 Minowan Miikan Ln, Toronto, Ontario, M6J0E5"
5,127 Queen St E 702 | Apartment Sold Price,C4993487,sold,Residential Apartment,7,20201118,20201217,"495,000","499,999",1,1,0,600-699,SE,None,None,454.75,"Welcome To The Glasshouse Lofts. This Unit Is Over 600 Sq Ft (+Balcony) &amp; Has 9Ft Exposed Concrete Ceilings, Granite Countertops &amp; A Modern Design... What More Can You Ask For? Take The Streetcar At Your Front Door On Queen - Or The Dedicated Bike Lane At The Back- To All Of The Eastside Amenities. Head South To St. Lawrence Market, Sugar Beach &amp; The Lake, Or West To Yonge St Subway &amp; Eaton Centre. Either Way, It's All Within 5 Min! The Dvp Exit Is Just East. Bbq's Allowed! Natural Gas Bbq Included, All Stainless Steel Appliances: Natural Gas Stove, Fridge, B/I Dishw, B/I Microw. Brand New Lg Washer &amp; Dryer. Water Filtration, New Flooring In 2018, Composite Flooring On Balcony, All Elfs.""",https://www.realmaster.com/en/toronto-on/127-queen-st-e/702-church-yonge-corridor-TRBC4993487?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"702 127 Queen St E, Toronto, Ontario, M5C1S3"
6,525 Adelaide St W 322 | Apartment Sold Price,C4963058,sold,Residential Apartment,3,20201021,20210101,"665,000","720,000",1,2,1,600-699,E,Owned113,Owned,455.69,"Luxury Living At Musee In Prime King West!Spacious. Wide Plank Flr,High End Finishes,Stylishly Rich Stone&amp;Tile Work In Kitchen&amp;Bathrooms.24Hr Concierge.Stunning Amenities Incl&amp; Within Steps Of Trendy Restaurants,Shops,Nightlife,Easy Access To The Financial Core.24Hr Street Car.This Will Be The Next Highly Sought After Address Everyone Will Want To Live At.Unit Upgraded With The Addition Of Door In Den To Be Used As A 2nd Bdrm. Unit Comes With 1 Parking And Locker. All Existing Kitchen Ss Appl Incl(Fridge With Bottom Drawer Freezer, Microwave,Stove And Dishwasher). Existing White Washer And Dryer.Stone Counter Top, Existing Blinds,""",https://www.realmaster.com/en/toronto-on/525-adelaide-st-w/322-waterfront-communities-c1-TRBC4963058?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"322 525 Adelaide St W, Toronto, Ontario, M5V0N7"
7,2200 Lake Shore Blvd W 3509 | Apartment Sold Price,W5066765,sold,Residential Apartment,30,20201217,20201219,"778,000","789,000",2,2,1,800-899,SE,Owned,Owned,588.35,"Amazing, 5 Years Old Bright Corner,Lake View, 2+1 Bedrooms In The Prestige Westlake Community- Mimico! 1 Parking,1 Locker. Indoor Pool, Hot Tub, Sauna, Gym, Squash And Much More! (20K Sqf Of Club Amenities). Minutes To Ttc &amp; Hwy 401! Waterfront Is A Short Walk Away! Condo Is Situated Above 60K Sqf Of Retail Stores; Supermarket, Banks And Shopping Right At Your Footsteps! Open Concept Kitchen W/Stainless Steel Appliances &amp; Quartz C/Tops &amp; Kitchen Island! S/S Fridge, Stove, B/I Dishwasher, Microwave With Exhaust Fan, Washer And Dryer, Kitchen Island For More Storage Spaces""",https://www.realmaster.com/en/toronto-on/2200-lake-shore-blvd-w/3509-mimico-TRBW5066765?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"3509 2200 Lake Shore Blvd W, Toronto, Ontario, M8V1A4"
8,197 Yonge St 5407 | Apartment Sold Price,C5069584,sold,Residential Apartment,54,20201222,20201224,"675,000","678,800",1,1,0,500-599,S,None,None,420,"Stunning View!!! One Of The Best Units At Luxury Massey Tower! South Facing High Floor. Unobstructed Panoramic View Of Lake Ontario &amp; Cn Tower With A Huge Balcony. Laminate Floor Through Out. 9 Ft Ceilings W/ Floor To Ceiling Windows * Modern Kitchen With Stylish Cabinetry, Built In European Style Appliances And Quartz Counter Top* Prime Location! Steps To Eaton Centre, Ryerson University, Shops, Restaurants &amp; Bars, Subway Station &amp; St Michael's Hospital * Cook Top, B/I Fridge, B/I Dishwasher, B/I Oven, Microwave, Stacked Washer &amp; Dryer, All Window Shades &amp; All Electric Light Fixtures.""",https://www.realmaster.com/en/toronto-on/197-yonge-st/5407-church-yonge-corridor-TRBC5069584?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"5407 197 Yonge St, Toronto, Ontario, M5B1M4"
9,52 Wayside Ave | House Sold Price,E5069571,sold,Residential House,,20201221,20210104,"888,000","788,000",4,3,2,,W,,,,"Very Bright And Lovely 4Bed Rm Home In Desirable Location, Beautiful Mature Neighborhood! Steps To Ttc, Schools, Parks, Shopping Mall, And Seneca College. Hardwood Floors Throughout Main &amp; 2nd Floors. Ceramic Floor In Foyer &amp; Kitchen. Skylight Over Oak Staircase. Potential In-Law Suite In Finished Basement With 2 Bedrm, New Exterior Paint Job. 3 Car Drive Way,  It Just Like A Detach House, Must See! Fridge, Small Fridge In Basement, S/S Stove, Stove In Basement, Washer And Dryer, All Electric Light Fixtures, All Window Coverings Seller And Listing Agent Do Not Warrant The Retrofit Status Of Bsmt.""",https://www.realmaster.com/en/toronto-on/52-wayside-ave/lamoreaux-TRBE5069571?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"52 Wayside Ave, Toronto, Ontario, M1V1N3"
10,100 Mornelle Crt 2045 | Townhouse Sold Price,E5068107,sold,Residential Townhouse,2,20201218,20210104,"405,000","408,800",2,2,1,1200-1399,E,Exclusive71,None,649.2,"Location!Location!Great Investment Property Or Perfect Fot First Time Buyers.This 2 Bedroom Plus Large Den Can Be A Third Bedroom,Is Professionally Painted In Neutral Decor And Is In Immaculate Move In Condition.Note: Fantatic Location  With Mins Access To U Of T,Schools,Shoppingg,Ttc And  Close To Hwy 401.This Unit Has A Bright Open Concept,Eat In Kitchen,Open Balcony, Ensuite Laundry And 1 U/G Parking.Quick W/O To Morningside And Ellemere.Don't Miss Out!! Fridge,Stove,Washer,Dryer,All Window Coverings,All Electric Light Fixtures.Note:All Covid-9 Protocals In Effect,Please Observe.""",https://www.realmaster.com/en/toronto-on/100-mornelle-crt/2045-morningside-TRBE5068107?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"2045 100 Mornelle Crt, Toronto, Ontario, M1E4X2"
11,2015 Sheppard Ave E 503 | Apartment Sold Price,C5066129,sold,Residential Apartment,4,20201216,20201223,"550,000","549,000",1,1,1,600-699,S,Owned**,Owned,476.27,"Monarch Luxurious Condo, One Of Best One+Den Layout,  668 Sqf.+ 110 Sqf. Balcony, Den Can Use As Room, Separated Kitchen W/Lots Of Storage, Br W/Walk-In Closet/Walk Out To Balcony, Well Maintained, Brand New Light Fixtures, Facing South Quiet St, Unblocked City View. Amenities:Pool,Movie, Study,Party Rm, Gym, Bbq, Guest Suite. Great Location, Walk To Fairview Mall And Subway Station. Free Shuttle Bus To Don Mills Subway. Cn Tower View. 24 Hours Security. S/S Fridge, S/S Stove, S/S Dishwasher, S/S B/I Microwave, B/I Front Load Washer, Dryer. **One Parking P3-3322 And **One Locker L21-P3/Rm2.""",https://www.realmaster.com/en/toronto-on/2015-sheppard-ave-e/503-henry-farm-TRBC5066129?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"503 2015 Sheppard Ave E, Toronto, Ontario, M2J1W6"
12,197 Yonge St 5907 | Apartment Sold Price,C5069583,sold,Residential Apartment,59,20201222,20201224,"735,000","739,800",1,1,0,500-599,S,Owned,None,496,"Stunning View!!! One Of The Best Units At Luxury Massey Tower! South Facing High Floor. Unobstructed Panoramic View Of Lake Ontario &amp; Cn Tower With A Huge Balcony. Laminate Floor Through Out. 9 Ft Ceilings W/ Floor To Ceiling Windows * Modern Kitchen With Stylish Cabinetry, Built In European Style Appliances And Quartz Counter Top* Prime Location! Steps To Eaton Centre, Ryerson University, Shops, Restaurants &amp; Bars, Subway Station &amp; St Michael's Hospital * Fridge, Stove, B/I Dishwasher, Microwave, Washer &amp; Dryer. All Existing Window Coverings And Elfs.""",https://www.realmaster.com/en/toronto-on/197-yonge-st/5907-church-yonge-corridor-TRBC5069583?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"5907 197 Yonge St, Toronto, Ontario, M5B1M4"
13,36 Mac Frost Way Rd | Townhouse Sold Price,E5056794,sold,Residential Townhouse,,20201203,20201218,"898,000","799,000",3,4,0,,W,,,,"Rare Opportunity! New Freehold Townhouse In A Highly Sought Location, Rare Find Walk Out Basement ,Hardwood Floor Thur-Out, Contemporary Kitchen, Master En-Suite W/ Huge Walk-In Closet, All Bedrooms Have Bathrooms ,Adjacent To The Cedar Brae Golf Club, Soaring 9 Feet Ceiling On Main Floor , Ttc At Your Doorstep, Close To Shopping, &amp; More.. Fridge, Stove, Range Hood, Washer, Furnace, Cac, All Existing Light Fixtures""",https://www.realmaster.com/en/toronto-on/36-mac-frost-way-rd/rouge-e11-TRBE5056794?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"36 Mac Frost Way Rd, Toronto, Ontario, M1X 0C5"
14,650 Lawrence Ave W 230 | Apartment Sold Price,C5054692,sold,Residential Apartment,2,20201202,20201217,"525,000","529,800",2,2,0,900-999,NW,Rental,None,583.42,"Well Kept Bright Corner Unit With Split 2 Bed, 2 Bath Layout. Great Location With Very Low Maintenance Fees. Spacious Master Suite With Warp Around Windows, 4 Pc Ens &amp; W/I Closet. Open Concept Comb Living Room And Dining Room Area With W/O To Open Balcony. Amazing Location! Steps To Lawrence West Subway, Yorkdale Mall &amp; Lawrence Square Mall, Cls To Allen Rd &amp; Hwy 401, Plenty Of Visitors Parking, Security. Very Well Maintained Unit In Very Convenient Location! Fridge, Stove, Dishwasher, All Elf's, All Window Covering's, Ensuite Laundry Room Washer &amp; Dryer. Open Balcony.""",https://www.realmaster.com/en/toronto-on/650-lawrence-ave-w/230-englemount-lawrence-TRBC5054692?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"230 650 Lawrence Ave W, Toronto, Ontario, M6A3E8"
