,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
0,252 Newton Dr | House For Sale,C5101835,for sale,Residential House,,20210202,,,"3,280,000",4,7,2,3500-5000,N,,,,"One-Of-A-Kind Brand Custom Built Nested In The Heart Of North York! Beautiful Lay Out,Expertly Crafted&amp;Lavishly Spent! 5900 Sqft Of Luxury Living, Chef Inspired Kitchen W/Top Of Line Appliances+Gas Cooktop+Island With Breakfast Area, Timeless &amp; Elegant Natural Stone Ext. Extensive Millwork T/O. Marble Flrs. Full Panelled Wall,Layerd Moulding.Priv. Mbdr Boasts Lux 6Pc Ens &amp; Walk-In.4 Large Ensuit At 2nd Level. Walk-Up L/L, Wet Bar W/ Wine Rm. S/S Appliances, Pantry W/Stove, Cameras, Coffered Ceiling, 2 Gas Fireplaces, 2 Skylights, Garage To The Main Floor, Lights Fixture, High Ceiling At Main And Second Floor.""",https://www.realmaster.com/en/toronto-on/252-newton-dr/newtonbrook-east-TRBC5101835?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"252 Newton Dr, Toronto, Ontario, M2M2P4"
1,31 Marlbank Rd | House For Sale,E5105375,for sale,Residential House,,20210205,,,"899,900",4,3,0,,E,,,,"**Must See**This 50-Ft Lot Backsplit Sweet Home Just Renovated From Top To Bottom With Luxury Design!!!  Generous Main Floor Living Space W/Cathedral Ceilings &amp; Huge Picture Window. Incredible Lower-Level Studio With 7'3 Ceilings. Private &amp; Quiet Backyard W/Lush Lawn Backing Onto Schoolyard. Walk To Lynngate Park &amp; Scarden Park . Close To All Amenities.**Dont Missed This One!!** All Elfs, All Window Coverings, Fotile Range Hood, S/S Stove, S/S Fridge, Garage Remote And Keys.""",https://www.realmaster.com/en/toronto-on/31-marlbank-rd/tam-oshanter-sullivan-TRBE5105375?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"31 Marlbank Rd, Toronto, Ontario, M1T1Y6"
2,283 Adelaide Street West 02 | Condo Apt For Sale,,for sale,Residential Condo Apt,,20210123,,,"1,339,000",3,2,1,1100-1500,SW,,,,"超值楼花转让，著名开发商Pinnacle International在市中心科技区地址283 Adelaide St W建造The PJ condo，40层以上接近顶层西南朝向室内面积1370平尺的3室2卫1书房1厅1储藏间。书房尺寸可做第四卧室，更高租金。户型方正布局合理无浪费空间，包全屋窗帘，预计明年春季入住。周围现房单价均价1200，这套单元仅叫价133.9万，抛去楼层和储藏间，单价仅900多。还等什么？快！快！""",https://www.realmaster.com/en/toronto-on/283-adelaide-street-west/02-RM1-37095?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"02 283 Adelaide Street West, Toronto, Ontario, M5V 2E2"
3,181 Alfred Ave | House For Sale,C5000708,for sale,Residential House,,20201126,,,"2,680,000",4,5,1,,S,,,,"Custom Built Home In The Heart Of Willowdale, Steps To No.1 Ranking Hollywood Public, Earl Haig Ss, Bayview Ms, Claude Watson For The Arts. Sought After South Facing Exposure. Thoroughly Renovated With 9' Ceiling On Main Fl, 2 Big Skylights, Hardwood Floor Through Out, New Painting, Granite Top In Kitchen, 2 Bedrooms With Ensuite Bath. Crown Molding, Finished Walk Out Basement To Sunny Backyard With Bedroom &amp; Bathroom &amp; Above Ground Windows, Existing Appliances, Elfs &amp; Window Coverings. 3-Yr Hrv System, Cac, Brand New Roof (Sept, 2020). Lawn Sprinkling System. Security Camera System ($7000 In Purchase Value) With 20 Security Sensors.""",https://www.realmaster.com/en/toronto-on/181-alfred-ave/willowdale-east-TRBC5000708?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"181 Alfred Ave, Toronto, Ontario, M2N3J3"
4,225 Sumach St | Condo Apt For Sale,,for sale,Residential Condo Apt,16,20210118,,,"729,000",2,2,0,800-899,SE,,,,"💥💥💥抄底捡漏💥💥💥 DuEast精品楼盘，现已交房，Corner户型，两面采光，近市中心大学校区， Dundas Square, 楼下有足球场，游泳馆，各种商铺，餐馆，绝对让你领略东区的全新现代完善社区。 2房，2卫，朝东南， 855平方尺+150平方尺阳台，15层以上，挥泪降价，只要$729,000，捡漏拼手快，速联！可以安排看房， 绝对是购买转楼花的最佳阶段。""",https://www.realmaster.com/en/toronto-on/225-sumach-st/RM1-36931?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"225 Sumach St, Toronto, Ontario, M5A3K3"
5,2181 Yonge St 2109 | Apartment For Sale,C5070103,for sale,Residential Apartment,20,20201222,,,"830,000",2,2,1,900-999,N,Owned,Ensuite,744.57,"undefined""",https://www.realmaster.com/en/toronto-on/2181-yonge-st/2109-mount-pleasant-east-TRBC5070103?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"2109 2181 Yonge St, Toronto, Ontario, M4S 3H7"
6,637 Lake Shore Blvd W 127 | Apartment For Sale,C5069989,for sale,Residential Apartment,1,20201222,,,"899,000",1,2,1,800-899,Sw,Owned103,None,545,"Newly Renovated Lavish Loft At Award Winning Art Deco Landmark! Magnificently Designed Open Concept Space. Brand New Stainless Steel Appliances Include A $7,000 Samsung Smart Fridge. Granite Countertops In Kitchen, Fireplace In Living Room. Standout Features Include:  Soaring 14' Ceilings, Nanotechnology Floor Tile Through-Out, Frameless Glass Shower, His/Her Sinks In Ensuite Bath, &amp; Powder Room For Guests. Over $50K In Renos! Superb Building Facilities: Fitness/Exercise Room, Party/Meeting Room, Hot Tub, 2nd Floor Patio &amp; Bbq, Visitor Parking &amp; 24 Hr Concierge. Steps To Beautiful Waterfront Trail/Park, Public Transportation &amp; Groceries At Your Doorstep.""",https://www.realmaster.com/en/toronto-on/637-lake-shore-blvd-w/127-niagara-TRBC5069989?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"127 637 Lake Shore Blvd W, Toronto, Ontario, M5V3J6"
7,386 Yonge St 3812 | Apartment For Sale,C4956065,for sale,Residential Apartment,35,20201016,,,"799,800",1,1,1,600-699,W,None,Owned,464.94,"Prestigious Aura - One Of The Canada's Tallest Residential Tower. High-Floor, Upgraded Suite With Spectacular South West Cn Tower &amp; Lake Views , Large Bedroom, Semi Ensuite, Multi-Purpose Den, Woodfloor Thr. Featuring 9 Foot Ceilings + Gorgeous Kitchen &amp; Modern Bathroom. Approx 696 Sqft. 40.000 Sqft Exe. Room. Direct Access To Subway. Connected Retail Corridor W/ 24H Supermarket. Walking Distance To Ryerson And U Of T, Hospitals And Financial District ... The Existing Appliances: Stainless Steel B/I (Fridge, Microwave Hoodfan, Dishwasher), Glasstop Stove And White Washer &amp; Dryer. All Existing Light Fixtures &amp; Roller Shades., One Locker Included.""",https://www.realmaster.com/en/toronto-on/386-yonge-st/3812-bay-street-corridor-TRBC4956065?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"3812 386 Yonge St, Toronto, Ontario, M5B0A5"
8,36 Lisgar St 819 | Apartment For Sale,C4895717,for sale,Residential Apartment,7,20200902,,,"427,900",1,1,0,0-499,Nw,Owned,None,361.69,"Welcome To 36 Lisgar St. Well Kept Spacious 1 Bedroom Condo, W/Parking Close To Elevators, Steps To Liberty Village, Shopping, Boutiques, Cafes,  Entertainment, Dining, Transit And Go. Includes S/S Appliances, B/I Microwave, Elf's, Washer/Dryer, Window Coverings, Amenities: Gym, Rooftop Patio, Concierge &amp; Security 24/7, Party Room, Games Room, Media Room. """,https://www.realmaster.com/en/toronto-on/36-lisgar-st/819-little-portugal-TRBC4895717?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"819 36 Lisgar St, Toronto, Ontario, M6J0C7"
9,343 O'connor Dr | Other For Sale,E4876327,for sale,Residential Other,,20200819,,,"2,480,000",,,,2800,,,,,"Over 5.5% Cap! Purpose-Built Legal Luxury Duplex! Professional Finished With Soundproof. Convenient Location. Mins To Subway And Dvp. 10 Mins To Downtown. Close To Park, Trail, Shopping &amp; Everything. Tasteful Design And Deco For Executive Rental, Incredible Cash Flow For Long Term Stable Income,  Around $13000/M Income.  Buy As An Investment Or Live In And Rent The Other Unit For $7500/M To Cover Your Mortgage. Live And Enjoy For Free! Two Sets Of Appliances, Two Laundries, Separated Gas Meters, And All Furniture Included. Seller Wa Running A Successful Airbnb Business Without Impact From Pandemic. Business Record Can Be Provided.  Rental Guarantee Can Be Negotiated.""",https://www.realmaster.com/en/toronto-on/343-oconnor-dr/east-york-TRBE4876327?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"343 O'connor Dr, Toronto, Ontario, M4J 2V4"
10,127 Briarwood Ave | House For Sale,W5079565,for sale,Residential House,,20210108,,,"948,000",3,3,1,,S,,,,"Fully Detached Home Located In Family Friendly Neighbourhood. Great For First Time Home Buyers Or Investors. Conveniently Location. Close Proximity To Hospital, Transit, Humber College, Shopping, And 400 Series Hwys. New Flooring On Main &amp; 2nd Floor. 2 Kitchens. Extra Study Room Or Office On Main Floor. Home Has Great Potential. Two Full Baths. New Roof 2020. New Countertops 2020. """,https://www.realmaster.com/en/toronto-on/127-briarwood-ave/west-humber-clairville-TRBW5079565?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"127 Briarwood Ave, Toronto, Ontario, M9W6C9"
11,17 Saxony Cres | House For Sale,W5067830,for sale,Residential House,,20201217,,,"1,600,888",4,3,1,,S,,,,"Stop The Press. Ravine Lot!!! No Need To Leave The City. *Country Living In The City* In The Heart Of Etobicoke. Stunning Renovated Home With4 Bdrms, Ensuite Bathroom, Finished Basement, Walk Out To Deck From Dining And Double Car Garage All Located On A Quiet Crescent! This Home Is Ideal For Those Seeking Peace, Quiet, Tranquility And The Soft Sounds Of Water And Birds Amidst Greenery And Trees. Show And Sell. Gas Stove, Fridge, Thermador B/I Dishwasher, B/I Microwave, Washer/Dryer, Granite Countertops, Centre Island W/Sink, Glass Backsplash, Gas Fireplace, All Light Fixtures, All Window Coverings.""",https://www.realmaster.com/en/toronto-on/17-saxony-cres/humber-heights-TRBW5067830?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"17 Saxony Cres, Toronto, Ontario, M9P1S2"
12,343 O'connor Dr | House For Sale,E5079673,for sale,Residential House,,20210108,,,"2,480,000",3,3,2,,S,,,,"Purpose-Built Legal Luxury Duplex! Professional Finished With Soundproof. Convenient Location. Mins To Subway And Dvp. 10 Mins To Downtown. Close To Park, Trail, Shopping &amp; Everything. Completely Separate 2Units Good For Extended Family! Tasteful Design And Deco Incl. Move In Ready! Or Live In One And Rent The Other For Around $7500/M To Cover Your Mortgage. The Seller Has Executive Rental Lease In Place. Live And Enjoy For Free! 2 Set Of Kitchen Appliances; 2 Sets Of Washer And Dryer, Good For Living With In-Laws Or Mature Kides, Or Buyer As Investment;  Incredible Cash Flow For Long Term Stable Income. Let The Property Make Money For You.""",https://www.realmaster.com/en/toronto-on/343-oconnor-dr/east-york-TRBE5079673?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"343 O'connor Dr, Toronto, Ontario, M4J 2V"
13,254 Cedarvale Ave | House For Sale,E5079201,for sale,Residential House,,20210108,,,"1,299,000",2,2,0,,W,,,,"Absolutely Stunning Completely Renovated Home From Top To Bottom In Prime Woodbine Location.This Home Has Taste And Class With No Expense Spared.This Home Features A Large Front Foyer With A Walk In To A Living And Separate Dining Area.Gorgeous Brand New Kitchen With A W/O To A Beautiful Sunroom Which Can Be Used As Another Living Area, With A W/O To The Deck In The Prof. Landscaped Backyard.Fully Finished Basement And More. S/S Appliances (Fridge, Stove &amp; Dishwasher) Washer/Dryer. All Electric Light Fixtures. Amazing Prime Woodbine Location Close To All Amenities""",https://www.realmaster.com/en/toronto-on/254-cedarvale-ave/woodbine-lumsden-TRBE5079201?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"254 Cedarvale Ave, Toronto, Ontario, M4C4K2"
14,107 Wigmore Dr S | House For Sale,C5079220,for sale,Residential House,,20210108,,,"2,799,900",4,6,1,3500-5000,S,,,,"Brand New Custom Built !! Unparalleled Allure &amp; Elegant Refinement, W/The Highest Standard Details, Stunning Front Stone Elev. Over 4,500 Sq.Ft(Incl. Bsmnt). Opens Up To Sun-Filled Lux Liv Space Ovrsd Wnws &amp; Luxurious Features. Gleaming Hrdwd Flrs,Glass Staircase, Prof Fin  Bsmnt W/O, 3 Sky Lights,2 Balconies. Prem. Lot Facing Park, 2Wash/Dryers(2Ndflr&amp;Bsmnt). Alarm Sys W/Cameras, 4Bdrs W/Beautiful Ensuite Baths/Jet Shower System(Master). Closet Organizers. 2 Washer/Dryer. Central.Air, Central.Vac, Alarm Sys W/Cameras, Lg Appliances (Fridge/Stove/Dishwasher),   R/I Wet Bar, Potlights,  Tnkless Watr/Hetr (Paid Off), Automatic Garagedr. Cld Clr. Fireplace To Be Installed. Excl. Bath Mirrors.""",https://www.realmaster.com/en/toronto-on/107-wigmore-dr-s/victoria-village-TRBC5079220?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"107 Wigmore Dr S, Toronto, Ontario, M4A2G1"
15,236 Walmer Rd | Townhouse For Sale,C4944652,for sale,Residential Townhouse,,20201006,,,"2,495,000",3,5,1,2500-3000,W,,,,"Renovated Georgian At Castle Hill!  Quality And Detail Prevail Throughout, One Of The Largest Units Offered.  3+1 Bedrooms All With Private Baths, Elevator, Private 2 Car  Garage Ensuite To Lower Level, Main Floor Walk Out To Terrace, Roof Top Deck. The Perfect Home In A Sought After Neighbourhood, Convenient To Everything, Parks, Schools, Restaurants, T.T.C.  This Is Truly A Pleasure To Show. See Feature Sheet For Inclusions &amp; Exclusions.""",https://www.realmaster.com/en/toronto-on/236-walmer-rd/casa-loma-TRBC4944652?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"236 Walmer Rd, Toronto, Ontario, M5R3R7"
16,75 The Donway Way W 503 | Apartment For Sale,C5073336,for sale,Residential Apartment,5,20210102,,,"629,900",1,2,0,700-799,E,Owned,Owned,575.9,"Liv Lofts At Shops At Don Mills! Spectacular And Very Bright Condo Available Steps From One Of Toronto's Most Exciting Areas. This Well Laid Out 710 Sqft, 2 Bath Corner Unit Features Hardwood Throughout, 10' Ceilings, Stainless Steel Appliances, Custom Kitchen Island And Floor-To-Ceiling Windows. Enjoy The Amenities Of This Well Run Building, Such As Concierge, Roof Top Terrace, Open Air Hot Tub, Party Room, Gym, And More Existing: S/S Fridge, S/S Oven, Cooktop, S/S Dishwasher, S/S Hood Fan, S/S Microwave, Washer, Dryer, All Electrical Light Fixtures, All Window Coverings. 1 Parking. 1 Locker.""",https://www.realmaster.com/en/toronto-on/75-the-donway-way-w/503-banbury-don-mills-TRBC5073336?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"503 75 The Donway Way W, Toronto, Ontario, M3C2E9"
17,120 Parliament St Ph 2405 | Apartment For Sale,C4965248,for sale,Residential Apartment,Ph,20201023,,,"1,025,000",2,2,1,800-899,Sw,Owned15,Owned,650.69,"Welcome To East United Condos! Brand New Never Lived In Condo Built By Signature Communities. Unbelievable Penthouse Unit With 275 Sq Ft Terrace &amp; Balcony Plus 895 Sq Ft Of Living Space. Amazing View ! Located Within Walking Distance To St. Lawrence Market, Corktown, Distillery District. Immediate Occupancy. Must Be Seen !!! Stainless Steel Fridge, Flat Electric Cooktop, Single Wall Oven, Hood Fan, Dishwasher, Washer &amp; Dryer. Granite Kitchen Counter-Top. Laminate Throughout!!!""",https://www.realmaster.com/en/toronto-on/120-parliament-st/ph-2405-moss-park-TRBC4965248?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"Ph 2405 120 Parliament St, Toronto, Ontario, M5A 2Y8"
18,315 La Rose Ave | House For Sale,W5063938,for sale,Residential House,,20201211,,,"2,399,000",4,4,0,3000-3500,S,,,,"Brand New 3300 Sq Ft, 4 Bdrm, 3 1/2 Baths, Luxury Home. 10' Ceilings On Main, 9' Bsmt, 7 1/4 Baseboard And 3 1/8 Casing On Main, Led Potlights, 3/4 Oak Hardwood Floors Throughout, Gas Fireplace.  Quartz/Caesarstone Countertops Throughout, Upgrade Kitchen Cabinets With Extended Uppers, Glass Doors, Cabinet Lighting. Built-In Stainless-Steel Appliances By Electrolux. Frigidaire Side-By-Side 30 Freezer And 30 Fridge. 5 Burner Gas Cooktop, Wall Oven/Microwave Combo. Servery With 10' Feet High Pantry. Cvac, Bbq, Cac, Hrv, Rough-In Security. All Elfs.""",https://www.realmaster.com/en/toronto-on/315-la-rose-ave/willowridge-martingrove-richview-TRBW5063938?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"315 La Rose Ave, Toronto, Ontario, M9P1B8"
19,317 La Rose Ave | House For Sale,W5063939,for sale,Residential House,,20201211,,,"2,399,000",4,4,0,3000-3500,S,,,,"Brand New 3300 Sq Ft, 4 Bdrm, 3 1/2 Baths, Luxury Home. 10' Ceilings On Main, 9' Bsmt, 7 1/4 Baseboard And 3 1/8 Casing On Main, Led Potlights, 3/4 Oak Hardwood Floors Throughout, Gas Fireplace.  Quartz/Caesarstone Countertops Throughout, Upgrade Kitchen Cabinets With Extended Uppers, Glass Doors, Cabinet Lighting. Built-In Stainless-Steel Appliances By Electrolux. Frigidaire Side-By-Side 30 Freezer And 30 Fridge. 5 Burner Gas Cooktop, Wall Oven/Microwave Combo. Servery With 10' Feet High Pantry. Cvac, Bbq, Cac, Hrv, Rough-In Security.  All Elfs.!!""",https://www.realmaster.com/en/toronto-on/317-la-rose-ave/willowridge-martingrove-richview-TRBW5063939?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"317 La Rose Ave, Toronto, Ontario, M9P 1B8"
20,440 Empress Ave | Townhouse For Sale,C5079151,for sale,Residential Townhouse,,20210108,,,"1,778,000",4,5,1,2500-3000,N,,,,"Luxury Freehold Corner Townhome!,The Largest! Close To 3,000 Sq.Ft In Prestigious Bayview Village Corr Offering Ideal Lifestyle Living Upgraded Customs Finishes, Quality Construction&amp; Design. Convenient Proximity To Parks, Bayview Village Shopping Mall, Restaurants, Steps To Earl Haig High School Accessible To Ttc &amp;Other Amenities. Custom Kitchen W/ Walkout To Huge Balcony Almost 200 Sqft +2nd Floor Balcony. Separate Entrance Double Car Garage&amp; Bsmt Apartment 9'Ceiling Great Room Kitchen W/Granite Centre Island &amp; Breakfast Area. Marble Counter Tops In Ensuites &amp; Bathrooms. Imported Limestone, Crown Moulding, Skylight, Oak Staircase, 2 Fireplaces, Jacuzzi! 2 Balconies S/S Appliances Stove, Fridge""",https://www.realmaster.com/en/toronto-on/440-empress-ave/willowdale-east-TRBC5079151?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"440 Empress Ave, Toronto, Ontario, M2N3V8"
21,89 Skymark Dr 213 | Apartment For Sale,C5077607,for sale,Residential Apartment,2,20210106,,,"1,289,000",2,3,2,2000-2249,Se,Owned119Owned120,Owned,1030.3,"Toronto's Finest By Tridel.The Excellence At Skymark, Rarely Offered Lower Floor Suite,2090 Sf Of Pure Luxurious Floor Plan 2Br+Fam+Den+Lr+Dr+Large Kitchen+Breakfast Area+3 Baths, Gorgeous/ Immaculate Condo,Hardwood Floors,Renovated Bath,Granite Counters,Maple Cabinets, Dramatic Two Storey Lobby, Unparalleled 5 Star Amenities,Indoor/ Outdoor Pools,Unmatched In Every Category Of Lifestyle !  Virtually Staged  To Inspire Your Creativity In Design ! Fridge,Stove ,Washer,Dryer,B/I Dishwasher, 2 Car Tandem Garage, Premium Locker( Sought After), Handicap.Window Coverings ,Electric Light Fixtures.""",https://www.realmaster.com/en/toronto-on/89-skymark-dr/213-hillcrest-village-TRBC5077607?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"213 89 Skymark Dr, Toronto, Ontario, M2H3S6"
22,20 Bruyeres Mews | Condo Townhouse For Sale,,for sale,Residential Condo Townhouse,,20210108,,,"1,180,000",3,3,1,1000-1199,,,,580,"多伦多市中心镇屋暗盘！！！ 20 Bruyeres Mews  朝向南面、两层单位、3室+1Den、2卫、1车位、1184平方尺+阳台  楼盘优势：  步行至安大略湖仅需500米，仅需1分钟便可上Gardiner Express  背靠多伦多注明的Fort York 约克堡估计，颇具文化底蕴的一处地点  周边不仅公交高速环绕，交通便利，而且生活所需的配套设施一应俱全！此单位还可选择商住两用，投资、自住都是不错的选择！""",https://www.realmaster.com/en/toronto-on/20-bruyeres-mews/RM1-36570?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"20 Bruyeres Mews, Toronto, Ontario, M5V0G8"
23,197 Yonge St 5811 | Apartment For Sale,C5079066,for sale,Residential Apartment,58,20210108,,,"1,269,900",2,2,0,1000-1199,Nw,Owned,Owned,999.61,"Luxury Living At Massey Tower! Large 2 Bedroom Corner Unit With Custom Floor Plan For Extra-Wide Kitchen! Approx 1100 Sq.Ft. - Much Larger That The Buildings 3 Bedroom Suites. Walls Of Windows Provide Unobstructed Panoramic View - You Can See For Miles In Every Direction-Cn Tower, Lake, City! 2 Walk-Outs To Huge Private Balcony. Parking&amp;Locker Included. Prime Downtown Locale Across From Eaton Centre,Steps To Public Transit,City Hall,Financial District,Ryerson Integrated Fridge And Dishwasher, St Steel Microwave, St Steel Oven, Ceramic Cooktop, Hood Fan, Washer, Dryer, Window Coverings. Hotel/Spa-Like Amenities! Walker's Paradise!""",https://www.realmaster.com/en/toronto-on/197-yonge-st/5811-church-yonge-corridor-TRBC5079066?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"5811 197 Yonge St, Toronto, Ontario, M5B 0C1"
24,5 Northtown Way 2504 | Apartment For Sale,C5078092,for sale,Residential Apartment,25,20210106,,,"899,000",2,3,1,1400-1599,W,OwnedA3,Owned,1066.69,"Rare Opportunity To Purchase A Large 2 Bdrm+ Den Corner Suite W/Stunning Panoramic Views From All Rooms. 2 Separate Balconies, 2 Ensuite Bthrms And A 2 Pc Powdr Rm, Open Family Size Kitchen W/A Breakfast Rm And Slidng Doors To A Balcony. Great Space To Entertain And Raise A Large Family. Shopping Is At Your Doorstep, Transportation, And The Subway Are Just A Short Walk Away. Unbelievable Recreation Centre, And Roof Garden. Fridge, Stove, Dishwasher, Washer, Dryer, Elf, All Window Coverings, Separate Storage Locker. 24Hr Concierge, Underground Visitor Parking.""",https://www.realmaster.com/en/toronto-on/5-northtown-way/2504-willowdale-east-TRBC5078092?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"2504 5 Northtown Way, Toronto, Ontario, M2N7A1"
25,3036-C Bayview Ave | Townhouse For Sale,C5064597,for sale,Residential Townhouse,,20201214,,,"1,788,000",3,5,1,2500-3000,N,,,,"*Hi-Demand Location Freehold T/H*Top-Ranked School:Hollywood Ps/Bayview Ms/Earl Haig Ss**Spacious Living Area(Total 3250Sf Inc Bsmt--2850Sf Above Ground Area)**Open Concept Design Lr/Dr Combined*Prof Maintained-Cozy/Private Backyd To 2Cars Exclusive/Hi Ceiling Parkings*Upd'd Modern Kit(2019-S/S Appl-Extra Pantry-Cntrtp/Bckspsh)-Generous All Bedrms &amp; Total 5Washrms-Family Rm(2nd-Could Be Converted To 4th Bedrm)+Study(Den:3rd)-Finished Bsmt(Bright/Spacious)-M-C *Upd'd S/S Appl(2019-Fridge,Gas 4Burner W/Griddle Stove,B/I Microwave,Kit/Aid B/I Dshwshr),F/L Bosch Washer/Dryer,Upd'd Furnace+Cac(2014),Gas Fireplace,Central Vaccum/Equip.Pot Lits,Skylit,California Shutter,2Cars Hi Ceiling Detached Prkngs""",https://www.realmaster.com/en/toronto-on/3036-c-bayview-ave/willowdale-east-TRBC5064597?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"3036-C Bayview Ave, Toronto, Ontario, M2N5L2"
26,10 Brin Dr 302 | Townhouse For Sale,W4998215,for sale,Residential Townhouse,3,20201124,,,"1,049,000",3,2,0,1000-1199,N,Owned,None,284.5,"Welcome To Kingsway By The River. Nestled Between The Esteemed Kingsway And Lambton Communities. Have The Humber River Trails At Your Door Step While Being Only A 15 Minute Drive From Downtown Toronto! Smooth 9' Ceilings, A Large Private Terrace, Balcony Off Master Bedroom, Functional Upgrades. Interior Designed Exclusively By Bryon Patton For Kingsway By The River. Wall To Wall High Performance Wide Plank Laminate Flooring With Sleek Modern Kitchen Design. Assignment Sale. Occupancy Scheduled For July 2021. This Three Level Townhouse Features 3 Bedrooms, 2 Full Bathrooms, 1,138 Sq Ft. Interior + 212 Sq Ft Exterior. Includes 1 Parking Space. Visitor Parking And Bike Parking In Complex.""",https://www.realmaster.com/en/toronto-on/10-brin-dr/302-edenbridge-humber-valley-TRBW4998215?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"302 10 Brin Dr, Toronto, Ontario, M8X1Y6"
27,162 Forest Hill Rd | House For Sale,C4990854,for sale,Residential House,,20201116,,,"6,229,000",6,5,1,,W,,,,"Highly Desired, Rarely Offered 50X170Ft Deep Lot Situated In The Centre Of Coveted Forest Hill (8500Sqft Lot). Build An Incredible New Custom Home To Your Desired Taste, Move Right In, Or Re-Model This Classic 3-Storey Georgian Style Home.Endless Possibilities! Ideal West Facing Sunny Backyard W/Lush Trees&amp;Hedges Lining The Perimeter Of The Property Creating Ultimate Privacy.Steps To Renowned Schools Incld Ucc &amp; Bss;Local Shops &amp;Amenities.*Pictures To Follow* Existing Home Features Centre Hall Plan;Large Principle Rms Ideal For Entertaining; Updated Kitchen W/ S/S Appl; 2nd Flr W/3 Spacious Bdrms, 2Full Bthrms &amp;Large Family/Sun Rm Or Use As 4th Bdrm; &amp; Generous 3rd Flr W/2 Add'l Bdrms &amp;3Pc Bath.""",https://www.realmaster.com/en/toronto-on/162-forest-hill-rd/forest-hill-south-TRBC4990854?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"162 Forest Hill Rd, Toronto, Ontario, M5P2M9"
28,273 Finch Ave E | House For Sale,C5078931,for sale,Residential House,,20210108,,,"1,699,000",3,2,1,,S,,,,"Prime North York Location In Demand. Rare 60' Wide Lot Fronting Right On Finch Ave E. Lots Of Parking. Great For Home Office W Road Exposure. Excellent Opportunity For Investors, Builders And Developers. Many Possibilities. Close To Hwy, Subway,Ttc, Earl Haig Hs Zone, Shops &amp; All Amenities. All Elfs, 2 Fridges, 2 Stoves, Dishwasher, Washer &amp; Dryer, Cac.""",https://www.realmaster.com/en/toronto-on/273-finch-ave-e/willowdale-east-TRBC5078931?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"273 Finch Ave E, Toronto, Ontario, M2N4S3"
29,501 Adelaide St W 1502 | Apartment For Sale,C4951266,for sale,Residential Apartment,15,20201013,,,"2,850,000",2,3,0,1800-1999,E,Owned,Owned,1688,"Luxurious And Graciously Appointed Penthouse With Massive Private Terrace At Kingly. This Exclusive Suite Boasts Hundreds Of Thousands Of Dollars In Custom Upgrades And Design, Including But Not Limited To Gaggennau Built-In Appliances, Marble Washroom Finishes With Free-Standing Soaker Tub, Frameless Glass Shower, Walk-In Closets, Gas Lines To Terrace And Living Room And Custom Wiring For Surround Sound. Exhaustive Full List Of Features Attached To Listing. Walk Up To Your Private Terrace W/Views Of Cn Tower. Custom Designed To Accommodate A Rooftop Kitchen W/Additional Lighting, Water, Gas &amp; Electrical Lines. A Unique Opportunity To Own A Penthouse In One Of King West's Most Coveted Buildings""",https://www.realmaster.com/en/toronto-on/501-adelaide-st-w/1502-waterfront-communities-c1-TRBC4951266?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=105,"1502 501 Adelaide St W, Toronto, Ontario, M5V1T4"
